,id,numerical_id,game_id,start_date,home_competitors,away_competitors,home_team_display,away_team_display,status,is_live,season_type,season_year,season_week,venue_name,venue_location,venue_neutral,sport,league,home_starter,home_record,home_seed,home_rotation_number,away_starter,away_record,away_seed,away_rotation_number,tournament,tournament_stage,has_odds,broadcast,result,lineups,weather,weather_temp,source_ids
0,mlb:D717E4DD776C,168952,81005-54558-2025-04-22-15,2025-04-22T22:10:00Z,"[{'id': 'D4F7181B2181', 'name': 'Cleveland Guardians', 'numerical_id': 25, 'base_id': 25, 'abbreviation': 'CLE', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/25.png'}]","[{'id': '121EBAED4535', 'name': 'New York Yankees', 'numerical_id': 36, 'base_id': 36, 'abbreviation': 'NYY', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/36.png'}]",Cleveland Guardians,New York Yankees,live,True,Regular Season,2025,17,Progressive Field,"Cleveland, OH, OH, USA",False,"{'id': 'baseball', 'name': 'Baseball', 'numerical_id': 3}","{'id': 'mlb', 'name': 'MLB', 'numerical_id': 3}",,13-9,,912,,14-9,,911,,,True,YES | GDTV,"{'scores': {'home': {'total': 0.0, 'periods': {'period_1': 0.0}, 'aggregate': None}, 'away': {'total': 1.0, 'periods': {'period_1': 1.0, 'period_2': 0.0}, 'aggregate': None}}, 'in_play_data': {'period': '2', 'clock': 'Middle', 'last_play': None}}","{'home': [{'player_id': 'E6ACF5C80C4E', 'player_name': 'Jakob Junis', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '3B72FE21FC3E', 'player_name': 'Joey Cantillo', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '72A8797148C9', 'player_name': 'Hunter Gaddis', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '58DA259F99AE', 'player_name': 'Tim Herrin', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0C5FD7647F31', 'player_name': 'Luis Ortiz', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B253D41CDD077465', 'player_name': 'Will Wilson', 'player_team': 'D4F7181B2181', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4979289BD32D', 'player_name': 'Daniel Schneemann', 'player_team': 'D4F7181B2181', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'CC6825B85DE1', 'player_name': 'Gavin Williams', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EAAC06BFB3DB', 'player_name': 'Ben Lively', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '84FD46A3B1F3', 'player_name': 'Austin Hedges', 'player_team': 'D4F7181B2181', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'F3AA22663947', 'player_name': 'Emmanuel Clase', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '217C6EEEE151', 'player_name': 'Jhonkensy Noel', 'player_team': 'D4F7181B2181', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A8BE20BAE957', 'player_name': 'Gabriel Arias', 'player_team': 'D4F7181B2181', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'ABD162FA8E00', 'player_name': 'Paul Sewald', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '417D90BDC80B', 'player_name': 'Logan Allen', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '43C70D5DDDF7', 'player_name': 'Cade Smith', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EE555B1CE73B', 'player_name': 'Tanner Bibee', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A82CEE02DAE60B73', 'player_name': 'Zak Kent', 'player_team': 'D4F7181B2181', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D7342B867C90', 'player_name': 'Brayan Rocchio', 'player_team': 'D4F7181B2181', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '14FF0F8E6FBA', 'player_name': 'Steven Kwan', 'player_team': 'D4F7181B2181', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'F256F6F35BD1', 'player_name': 'Angel Martinez', 'player_team': 'D4F7181B2181', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5B9F3D02BE8C', 'player_name': 'Carlos Santana', 'player_team': 'D4F7181B2181', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8AF0424E327E', 'player_name': 'Kyle Manzardo', 'player_team': 'D4F7181B2181', 'player_position': 'Designated Hitter', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '113841DC8EC3', 'player_name': 'Bo Naylor', 'player_team': 'D4F7181B2181', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '49DFC8508B4F', 'player_name': 'Nolan Jones', 'player_team': 'D4F7181B2181', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '930A0E824F31', 'player_name': 'Jose Ramirez', 'player_team': 'D4F7181B2181', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}], 'away': [{'player_id': 'E1747A9BDFB0', 'player_name': 'Oswald Peraza', 'player_team': '121EBAED4535', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A8D4B057AB55', 'player_name': 'Pablo Reyes', 'player_team': '121EBAED4535', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '91863FE14B29', 'player_name': 'Carlos Rodon', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '826578498996', 'player_name': 'Devin Williams', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2B7CD169AB9E', 'player_name': 'Tim Hill', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '438F05465C90', 'player_name': 'Max Fried', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6E9A22809254', 'player_name': 'Ian Hamilton', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '9DB5F7EA2BAC', 'player_name': 'Fernando Cruz', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '131A078DE791', 'player_name': 'Mark Leiter Jr.', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EE742B3FDCA6', 'player_name': 'Ryan Yarbrough', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'C69B23A76B18', 'player_name': 'Luke Weaver', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E67F74DBACD4', 'player_name': 'Carlos Carrasco', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'DF53F8AE7F11', 'player_name': 'Clarke Schmidt', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'C7D125F5B778', 'player_name': 'Austin Wells', 'player_team': '121EBAED4535', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '41887B3D2B5C', 'player_name': 'Tyler Matzek', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EC282E99CA35', 'player_name': 'Jorbit Vivas', 'player_team': '121EBAED4535', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'BF718EF2B035', 'player_name': 'Jazz Chisholm Jr.', 'player_team': '121EBAED4535', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'C1FBB288A761', 'player_name': 'Jasson Dominguez', 'player_team': '121EBAED4535', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EBE954021154', 'player_name': 'Ben Rice', 'player_team': '121EBAED4535', 'player_position': 'Designated Hitter', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A4909151153D', 'player_name': 'Paul Goldschmidt', 'player_team': '121EBAED4535', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5ACB5F70F3B8', 'player_name': 'Oswaldo Cabrera', 'player_team': '121EBAED4535', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B7757DDBD2874D0F', 'player_name': 'J.C. Escarra', 'player_team': '121EBAED4535', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '053CBFC611FA', 'player_name': 'Will Warren', 'player_team': '121EBAED4535', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D110AA3EEF3E', 'player_name': 'Aaron Judge', 'player_team': '121EBAED4535', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6E6E734074FF', 'player_name': 'Cody Bellinger', 'player_team': '121EBAED4535', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6AA36C1F1015', 'player_name': 'Anthony Volpe', 'player_team': '121EBAED4535', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}]}",,,{}
1,mlb:45920AAE896C,168953,40644-25683-2025-04-22-15,2025-04-22T22:40:00Z,"[{'id': 'BF57CF7C7E07', 'name': 'Detroit Tigers', 'numerical_id': 27, 'base_id': 27, 'abbreviation': 'DET', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/27.png'}]","[{'id': '51EF9899A7F5', 'name': 'San Diego Padres', 'numerical_id': 41, 'base_id': 41, 'abbreviation': 'SD', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/41.png'}]",Detroit Tigers,San Diego Padres,unplayed,False,Regular Season,2025,17,Comerica Park,"Detroit, MI, MI, USA",False,"{'id': 'baseball', 'name': 'Baseball', 'numerical_id': 3}","{'id': 'mlb', 'name': 'MLB', 'numerical_id': 3}",,14-9,,922,,16-7,,921,,,True,FDDT | PDTV,"{'scores': {'home': {'total': None, 'periods': {}, 'aggregate': None}, 'away': {'total': None, 'periods': {}, 'aggregate': None}}, 'in_play_data': {'period': '0', 'clock': None, 'last_play': None}}","{'home': [{'player_id': '19AA4BA7DD27', 'player_name': 'Colt Keith', 'player_team': 'BF57CF7C7E07', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'C5896CD964E2', 'player_name': 'Will Vest', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '584792CB6FFB1E7E', 'player_name': 'Jackson Jobe', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E8D688F22AE2', 'player_name': 'Kerry Carpenter', 'player_team': 'BF57CF7C7E07', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0AE8F2EDC93C3274', 'player_name': 'Brant Hurter', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EFBAD86081DB', 'player_name': 'Justyn-Henry Malloy', 'player_team': 'BF57CF7C7E07', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'CCAD619079D3', 'player_name': 'Tomas Nido', 'player_team': 'BF57CF7C7E07', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '97377202ED3D', 'player_name': 'Zach McKinstry', 'player_team': 'BF57CF7C7E07', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '211898C33EED', 'player_name': 'Tarik Skubal', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A1CB57327C505E3A', 'player_name': 'Trey Sweeney', 'player_team': 'BF57CF7C7E07', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6E3B4D0E94DD', 'player_name': 'Casey Mize', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2935B8064B02', 'player_name': 'Reese Olson', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A600D52F1949', 'player_name': 'Javier Baez', 'player_team': 'BF57CF7C7E07', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '43948518F9FB', 'player_name': 'Riley Greene', 'player_team': 'BF57CF7C7E07', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '705ECE67AE46', 'player_name': 'Tyler Holton', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '7DB452191DC2', 'player_name': 'Jack Flaherty', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8BDDD21FD738', 'player_name': 'Spencer Torkelson', 'player_team': 'BF57CF7C7E07', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '1C1DEBA52D33', 'player_name': 'Bailey Horn', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '64E01A395F79', 'player_name': 'Gleyber Torres', 'player_team': 'BF57CF7C7E07', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '60E57C979727', 'player_name': 'Kenta Maeda', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2E4D42FC469D', 'player_name': 'Tommy Kahnle', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0D673FDD481D', 'player_name': 'Brenan Hanifee', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0F7D080ADBB5', 'player_name': 'Andy Ibanez', 'player_team': 'BF57CF7C7E07', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FF2340E6BEAA', 'player_name': 'Dillon Dingler', 'player_team': 'BF57CF7C7E07', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '580ABEA2ADBD', 'player_name': 'Keider Montero', 'player_team': 'BF57CF7C7E07', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D5925B850975', 'player_name': 'Ryan Kreidler', 'player_team': 'BF57CF7C7E07', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}], 'away': [{'player_id': '32C8FA0326F3', 'player_name': 'Martin Maldonado', 'player_team': '51EF9899A7F5', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'CAA76F0E1C5E', 'player_name': 'Michael King', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D1DC9573976F', 'player_name': 'Jose Iglesias', 'player_team': '51EF9899A7F5', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'F2EB88E9D7B3', 'player_name': 'Alek Jacob', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '3B397DA79F8E', 'player_name': 'Logan Gillaspie', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '48241B691BF2', 'player_name': 'Nick Pivetta', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B0CFC0A4E590', 'player_name': 'Tyler Wade', 'player_team': '51EF9899A7F5', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '811172138EDB', 'player_name': 'Fernando Tatis Jr.', 'player_team': '51EF9899A7F5', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '735AD0FD1006', 'player_name': 'Robert Suarez', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '92FA0C9141D9', 'player_name': 'Wandy Peralta', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '9CDA479FF23E', 'player_name': 'Yuki Matsui', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '42C25089751BEDEB', 'player_name': 'Kyle Hart', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0A465CB266FF', 'player_name': 'Jason Adam', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '495F47F028E9', 'player_name': 'Yuli Gurriel', 'player_team': '51EF9899A7F5', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5E0D53CB20D7', 'player_name': 'Connor Joe', 'player_team': '51EF9899A7F5', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'CA7C21324F95B06F', 'player_name': 'Oscar Gonzalez', 'player_team': '51EF9899A7F5', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '84898D2A0905', 'player_name': 'Jeremiah Estrada', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B68651C98E6B', 'player_name': 'Gavin Sheets', 'player_team': '51EF9899A7F5', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B7C6C36F84ED', 'player_name': 'Dylan Cease', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'BCA85AED2E43', 'player_name': 'Adrian Morejon', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'CE96F4A6A9EF', 'player_name': 'Manny Machado', 'player_team': '51EF9899A7F5', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '136A40754AC47505', 'player_name': 'Tirso Ornelas', 'player_team': '51EF9899A7F5', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '34D5CA922158', 'player_name': 'Xander Bogaerts', 'player_team': '51EF9899A7F5', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '9A8A24029A7A', 'player_name': 'Elias Diaz', 'player_team': '51EF9899A7F5', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '394B41DCC388', 'player_name': 'Randy Vasquez', 'player_team': '51EF9899A7F5', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0AF7704C43D9', 'player_name': 'Luis Arraez', 'player_team': '51EF9899A7F5', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}]}",,,{}
