,game_id,at_bat_index,ab_start_time,ab_end_time,inning,half_inning,is_complete,event_type,play_event_description,batter_id,batter_name,pitcher_id,pitcher_name,pitcher_hand,batter_side,result_type,play_result_event,play_result_description,rbi,home_score,away_score,is_out,balls,strikes,outs,pitch_number,call_code,call_description,pitch_type,pitch_code,ball_color,trail_color,is_in_play,is_strike,is_ball,play_balls,play_strikes,play_outs,start_speed,end_speed,strike_zone_top,strike_zone_zottom,zone,plate_time,extension,break_angle,break_length,break_vertical,break_vertical_induced,break_horizontal,spin_rate,spin_direction,launch_speed,launch_angle,total_distance,trjaectory,hardness,location,hit_x,hit_y,runner1_id,runner1_name,runner1_start,runner1_end,runner1_out_base,runner1_is_out,runner1_credit_rbi,runner1_credit_earned,runner1_event,coordinates_ay,coordinates_az,coordinates_pfxx,coordinates_pfxz,coordinates_px,coordinates_pz,coordinates_vx0,coordinates_vy0,coordinates_vz0,coordinates_x,coordinates_y,coordinates_x0,coordinates_y0,coordinates_z0,coordinates_ax,runner2_id,runner2_name,runner2_start,runner2_end,runner2_out_base,runner2_is_out,runner2_credit_rbi,runner2_credit_earned,runner2_event,runner3_id,runner3_name,runner3_start,runner3_end,runner3_out_base,runner3_is_out,runner3_credit_rbi,runner3_credit_earned,runner3_event,runner4_id,runner4_name,runner4_start,runner4_end,runner4_out_base,runner4_is_out,runner4_credit_rbi,runner4_credit_earned,runner4_event,runner5_id,runner5_name,runner5_start,runner5_end,runner5_out_base,runner5_is_out,runner5_credit_rbi,runner5_credit_earned,runner5_event,runner6_id,runner6_name,runner6_start,runner6_end,runner6_out_base,runner6_is_out,runner6_credit_rbi,runner6_credit_earned,runner6_event,updated_at
20,777965,8,2025-05-11T18:31:32.352Z,2025-05-11T18:33:08.519Z,2,top,1,pitch,Ball,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Lineout,Nick Sogard lines out to right fielder Drew Waters.,0,0,0,1,3,2,2,2,B,Ball,Curveball,CU,"rgba(39, 161, 39, 1.0)","rgba(0, 34, 255, 1.0)",0,0,1,1,1,1,78.2,71.9,3.18456,1.29718,13,0.482665,5.47657,10.8,13.2,-57.8,-12.8,-11.5,3094.0,47.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Lineout,22.3083,-41.7232,6.60541,-7.3328,-1.16749,1.61046,-1.67535,-113.799,0.218521,161.5,195.3,-1.27664,50.0045,5.67144,8.60052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
21,777965,8,2025-05-11T18:31:32.352Z,2025-05-11T18:33:08.519Z,2,top,1,pitch,Ball,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Lineout,Nick Sogard lines out to right fielder Drew Waters.,0,0,0,1,3,2,2,3,B,Ball,Cutter,FC,"rgba(39, 161, 39, 1.0)","rgba(152, 0, 101, 1.0)",0,0,1,2,1,1,90.3,83.5,3.23791,1.44886,11,0.414107,5.75506,1.2,4.8,-22.2,10.9,0.6,2340.0,201.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Lineout,24.9663,-21.3462,-0.386661,6.09826,-1.19589,3.35695,0.623391,-131.69,-1.63464,162.58,148.14,-1.38422,50.0058,5.54688,-0.687029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
22,777965,8,2025-05-11T18:31:32.352Z,2025-05-11T18:33:08.519Z,2,top,1,pitch,Called Strike,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Lineout,Nick Sogard lines out to right fielder Drew Waters.,0,0,0,1,3,2,2,4,C,Called Strike,Curveball,CU,"rgba(170, 21, 11, 1.0)","rgba(0, 34, 255, 1.0)",0,1,0,2,2,1,78.0,71.9,3.10012,1.27794,1,0.482272,5.5459,12.0,13.2,-56.3,-11.4,-11.8,2977.0,52.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Lineout,20.6126,-41.2068,6.60663,-6.90962,-0.756238,3.11366,-1.01373,-113.536,3.14661,145.83,154.71,-1.16266,50.0049,5.80815,8.63332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
23,777965,8,2025-05-11T18:31:32.352Z,2025-05-11T18:33:08.519Z,2,top,1,pitch,Ball,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Lineout,Nick Sogard lines out to right fielder Drew Waters.,0,0,0,1,3,2,2,5,B,Ball,Curveball,CU,"rgba(39, 161, 39, 1.0)","rgba(0, 34, 255, 1.0)",0,0,1,3,2,1,79.7,73.0,3.09254,1.30313,11,0.47376,5.59985,12.0,13.2,-57.4,-14.0,-12.6,3123.0,53.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Lineout,23.4894,-43.3797,7.26255,-8.29965,-1.18063,2.5451,-1.88418,-116.004,2.37859,162.0,170.06,-1.29689,50.0005,5.66858,9.80924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
24,777965,8,2025-05-11T18:31:32.352Z,2025-05-11T18:33:08.519Z,2,top,1,pitch,"In play, out(s)",686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Lineout,Nick Sogard lines out to right fielder Drew Waters.,0,0,0,1,3,2,2,6,X,"In play, out(s)",Sinker,SI,"rgba(26, 86, 190, 1.0)","rgba(50, 0, 221, 1.0)",1,0,0,3,2,1,91.9,84.1,3.09,1.41,7,0.409776,6.1342,37.2,7.2,-24.0,8.4,17.9,2363.0,220.0,85.1,24.0,285.0,line_drive,medium,9.0,163.59,91.56,686765,Nick Sogard,,,1B,1,0,0,Lineout,29.0105,-23.0694,-10.5237,5.03164,-0.45723,1.91525,5.4236,-133.702,-4.23181,134.43,187.07,-1.14556,50.0024,5.17549,-19.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
25,777965,29,2025-05-11T19:17:29.490Z,2025-05-11T19:18:18.245Z,5,top,1,pitch,Called Strike,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Strikeout,Nick Sogard called out on strikes.,0,1,1,1,1,3,1,1,C,Called Strike,Splitter,FS,"rgba(170, 21, 11, 1.0)","rgba(119, 0, 152, 1.0)",0,1,0,0,1,0,84.3,77.6,3.26335,1.48231,5,0.44559,5.88122,20.4,7.2,-30.8,7.4,11.6,1472.0,237.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,23.3858,-25.7564,-7.04361,4.1891,0.176298,2.59069,5.09219,-122.738,-1.79411,110.28,168.83,-1.00608,50.0032,5.51609,-10.7898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
26,777965,29,2025-05-11T19:17:29.490Z,2025-05-11T19:18:18.245Z,5,top,1,pitch,Ball,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Strikeout,Nick Sogard called out on strikes.,0,1,1,1,1,3,1,2,B,Ball,Four-Seam Fastball,FF,"rgba(39, 161, 39, 1.0)","rgba(188, 0, 33, 1.0)",0,0,1,1,1,0,89.5,82.5,3.26519,1.48419,11,0.418731,5.95388,16.8,6.0,-23.8,10.1,7.0,2297.0,206.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,24.9314,-22.7313,-4.35792,5.43669,-0.0915303,3.95845,4.51101,-130.334,0.0139267,120.49,131.9,-1.27069,50.0036,5.65619,-7.57018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
27,777965,29,2025-05-11T19:17:29.490Z,2025-05-11T19:18:18.245Z,5,top,1,pitch,Foul,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Strikeout,Nick Sogard called out on strikes.,0,1,1,1,1,3,1,3,F,Foul,Curveball,CU,"rgba(170, 21, 11, 1.0)","rgba(0, 34, 255, 1.0)",0,1,0,1,2,0,76.9,71.7,3.09,1.41,5,0.487128,5.61972,9.6,13.2,-56.2,-10.3,-10.2,2902.0,52.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,18.9605,-39.7619,5.48248,-5.91497,-0.127567,1.97221,0.800272,-112.143,0.515366,121.86,185.53,-1.20118,50.0044,5.77292,7.03129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
28,777965,29,2025-05-11T19:17:29.490Z,2025-05-11T19:18:18.245Z,5,top,1,pitch,Called Strike,686765,Nick Sogard,607625,Seth Lugo,R,L,atBat,Strikeout,Nick Sogard called out on strikes.,0,1,1,1,1,3,1,4,C,Called Strike,Sinker,SI,"rgba(170, 21, 11, 1.0)","rgba(50, 0, 221, 1.0)",0,1,0,1,3,0,91.8,84.5,3.25547,1.53968,3,0.408674,6.07342,32.4,7.2,-26.0,6.1,16.3,2316.0,219.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,26.8703,-25.9548,-9.80146,3.41463,0.637313,3.17586,7.14492,-133.662,-1.06867,92.71,153.03,-0.787382,50.0051,5.43234,-17.8647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
29,777965,44,2025-05-11T19:42:53.668Z,2025-05-11T19:43:07.778Z,7,top,1,pitch,"In play, out(s)",686765,Nick Sogard,674444,Steven Cruz,R,L,atBat,Groundout,Nick Sogard grounds out to first baseman Salvador Perez.,0,1,3,1,0,0,2,1,X,"In play, out(s)",Four-Seam Fastball,FF,"rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",1,0,0,0,0,1,96.8,89.2,3.09,1.41,5,0.388183,6.56929,21.6,3.6,-17.4,11.6,7.0,2234.0,207.0,64.6,-42.0,5.0,ground_ball,medium,3.0,148.38,174.83,686765,Nick Sogard,,,1B,1,0,0,Groundout,29.4197,-18.1849,-4.7838,6.92677,-0.0503442,2.55754,9.46097,-140.655,-5.47579,118.92,169.73,-2.8236,50.007,5.69405,-9.66793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
30,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,Called Strike,686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,1,C,Called Strike,Slider,SL,"rgba(170, 21, 11, 1.0)","rgba(0, 0, 254, 1.0)",0,1,0,0,1,1,87.8,81.2,3.13441,1.33863,3,0.427017,6.09782,7.2,7.2,-32.3,3.0,-4.1,2271.0,150.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Flyout,24.745,-29.2259,1.83594,1.76635,0.56859,2.75869,3.75197,-127.943,-2.26349,95.33,164.3,-1.15152,50.0022,5.93004,3.06378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
31,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,Foul,686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,2,F,Foul,Slider,SL,"rgba(170, 21, 11, 1.0)","rgba(0, 0, 254, 1.0)",0,1,0,0,2,1,87.5,81.3,3.09,1.41,6,0.428069,6.10299,7.2,7.2,-32.8,2.6,-4.1,2353.0,151.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Flyout,23.7191,-29.2228,1.81413,1.77889,0.626513,2.06712,3.58726,-127.464,-4.13734,93.12,182.97,-1.02933,50.0054,5.99269,3.01553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
32,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,Ball,686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,3,B,Ball,Sinker,SI,"rgba(39, 161, 39, 1.0)","rgba(50, 0, 221, 1.0)",0,0,1,1,2,1,94.2,86.9,3.17221,1.32349,3,0.398141,6.28019,37.2,4.8,-18.6,12.0,14.0,2315.0,212.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Flyout,27.2536,-18.6818,-8.51826,7.02089,0.706272,2.8879,7.58888,-137.016,-4.64391,90.08,160.81,-0.978301,50.0035,5.86271,-16.3697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
33,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,Foul,686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,4,F,Foul,Changeup,CH,"rgba(170, 21, 11, 1.0)","rgba(0, 85, 254, 1.0)",0,1,0,1,2,1,89.1,81.2,3.09,1.41,5,0.423883,6.22939,31.2,7.2,-28.2,6.5,17.0,1878.0,243.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Flyout,28.7077,-25.5927,-10.3124,3.89695,0.0851805,2.41819,6.68766,-129.54,-3.30059,113.75,173.49,-1.19878,50.0008,5.6794,-17.4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
34,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,Foul,686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,5,F,Foul,Sinker,SI,"rgba(170, 21, 11, 1.0)","rgba(50, 0, 221, 1.0)",0,1,0,1,2,1,94.4,87.3,3.09,1.41,5,0.396985,6.26734,37.2,4.8,-19.1,11.3,14.6,2282.0,211.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Flyout,27.2905,-19.1861,-8.62119,6.71695,-0.224348,2.54206,5.7769,-137.395,-5.53686,125.55,170.14,-1.22238,50.0002,5.86597,-16.6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
35,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,Ball,686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,6,B,Ball,Four-Seam Fastball,FF,"rgba(39, 161, 39, 1.0)","rgba(188, 0, 33, 1.0)",0,0,1,2,2,1,94.3,86.7,3.05644,1.39323,11,0.39754,6.20391,24.0,3.6,-14.6,15.8,6.6,2313.0,213.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Flyout,28.4699,-15.1718,-3.96495,8.83093,-0.479617,4.24495,3.32134,-137.414,-1.94006,135.28,124.17,-1.1847,50.005,5.98291,-7.63626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
36,777965,60,2025-05-11T20:19:17.668Z,2025-05-11T20:22:18.396Z,9,top,1,pitch,"In play, out(s)",686765,Nick Sogard,664199,Taylor Clarke,R,L,atBat,Flyout,Nick Sogard flies out to right fielder Drew Waters.,0,1,3,1,2,2,2,7,X,"In play, out(s)",Changeup,CH,"rgba(26, 86, 190, 1.0)","rgba(0, 85, 254, 1.0)",1,0,0,2,2,1,88.3,81.4,3.09,1.41,8,0.425758,6.25299,32.4,7.2,-29.0,6.0,18.0,1871.0,242.0,93.5,28.0,356.0,fly_ball,medium,9.0,194.38,79.73,686765,Nick Sogard,,,1B,1,0,0,Flyout,25.3406,-25.8732,-10.607,3.75941,-0.20256,1.78128,6.08648,-128.402,-4.65467,124.72,190.69,-1.21934,50.0064,5.61861,-17.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:42
37,777951,67,2025-05-13T00:42:17.874Z,2025-05-13T00:43:27.695Z,7,top,1,pitch,Called Strike,686765,Nick Sogard,674944,Sean Guenther,L,R,atBat,Strikeout,Nick Sogard called out on strikes.,0,13,1,1,1,3,3,1,C,Called Strike,Slider,SL,"rgba(170, 21, 11, 1.0)","rgba(0, 0, 254, 1.0)",0,1,0,0,1,2,78.4,71.8,3.0126,1.36598,7,0.482935,6.33225,18.0,12.0,-50.9,-5.9,17.2,2475.0,313.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,23.6918,-36.5722,-8.56905,-3.38691,-0.744744,1.64651,-5.96044,-114.026,-0.206656,145.39,194.32,3.02922,50.0024,5.38954,-11.1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:45
38,777951,67,2025-05-13T00:42:17.874Z,2025-05-13T00:43:27.695Z,7,top,1,pitch,Ball,686765,Nick Sogard,674944,Sean Guenther,L,R,atBat,Strikeout,Nick Sogard called out on strikes.,0,13,1,1,1,3,3,2,B,Ball,Splitter,FS,"rgba(39, 161, 39, 1.0)","rgba(119, 0, 152, 1.0)",0,0,1,1,1,2,82.8,75.9,3.04272,1.39559,14,0.45643,6.42356,22.8,9.6,-38.0,2.2,-15.7,1534.0,107.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,24.3381,-29.6898,9.73668,1.70154,0.873104,0.662223,-7.63481,-120.222,-4.50378,83.72,220.9,2.83235,50.0016,5.20936,14.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:45
39,777951,67,2025-05-13T00:42:17.874Z,2025-05-13T00:43:27.695Z,7,top,1,pitch,Swinging Strike,686765,Nick Sogard,674944,Sean Guenther,L,R,atBat,Strikeout,Nick Sogard called out on strikes.,0,13,1,1,1,3,3,3,S,Swinging Strike,Splitter,FS,"rgba(170, 21, 11, 1.0)","rgba(119, 0, 152, 1.0)",0,1,0,1,2,2,82.5,76.5,3.11,1.4,8,0.455207,6.43136,20.4,9.6,-39.0,1.0,-14.5,1404.0,101.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,21.2449,-31.0285,9.03179,0.778701,0.197401,1.44516,-8.46576,-119.919,-2.87384,109.48,199.76,2.58495,50.0031,5.40219,13.2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:45
40,777951,67,2025-05-13T00:42:17.874Z,2025-05-13T00:43:27.695Z,7,top,1,pitch,Called Strike,686765,Nick Sogard,674944,Sean Guenther,L,R,atBat,Strikeout,Nick Sogard called out on strikes.,0,13,1,1,1,3,3,4,C,Called Strike,Slider,SL,"rgba(170, 21, 11, 1.0)","rgba(0, 0, 254, 1.0)",0,1,0,1,3,2,76.9,70.2,2.9974,1.38136,6,0.492119,6.12015,19.2,12.0,-51.5,-4.7,18.4,2132.0,314.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,22.7629,-35.9897,-9.75982,-3.05362,0.797,2.46664,-2.58401,-111.886,1.63527,86.62,172.18,3.23846,50.0009,5.45254,-12.2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:45
41,777940,10,2025-05-13T23:02:24.819Z,2025-05-13T23:03:07.308Z,2,top,1,pitch,Ball,686765,Nick Sogard,663947,Tyler Holton,L,R,atBat,Double,Nick Sogard doubles (1) on a ground ball to left fielder Riley Greene.,0,1,0,0,1,0,2,1,B,Ball,Cutter,FC,"rgba(39, 161, 39, 1.0)","rgba(152, 0, 101, 1.0)",0,0,1,1,0,2,87.4,79.3,3.04594,1.44299,14,0.432724,6.50135,3.6,6.0,-25.0,11.2,1.4,2283.0,154.0,,,,,,,,,686765,Nick Sogard,,2B,,0,0,0,Double,28.8373,-21.3484,-0.68988,6.68663,1.27839,2.14671,-0.648161,-127.134,-4.74946,68.27,180.82,1.62729,50.0,5.75867,-1.11607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
42,777940,10,2025-05-13T23:02:24.819Z,2025-05-13T23:03:07.308Z,2,top,1,pitch,"In play, no out",686765,Nick Sogard,663947,Tyler Holton,L,R,atBat,Double,Nick Sogard doubles (1) on a ground ball to left fielder Riley Greene.,0,1,0,0,1,0,2,2,D,"In play, no out",Changeup,CH,"rgba(26, 86, 190, 1.0)","rgba(0, 85, 254, 1.0)",1,0,0,1,0,2,82.4,74.9,3.11,1.4,5,0.45905,6.56655,25.2,8.4,-33.0,7.7,-15.6,1595.0,114.0,90.8,-4.0,28.0,ground_ball,medium,7.0,44.0,117.0,686765,Nick Sogard,,2B,,0,0,0,Double,25.3463,-25.7224,9.66594,4.48795,-0.0691072,2.28222,-6.83844,-119.787,-2.62515,119.63,177.16,1.58142,50.0044,5.7165,13.9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
43,777940,27,2025-05-13T23:40:12.612Z,2025-05-13T23:41:32.046Z,4,top,1,pitch,Ball,686765,Nick Sogard,672456,Keider Montero,R,L,atBat,Pop Out,Nick Sogard pops out to second baseman Gleyber Torres.,0,2,2,1,2,0,2,1,B,Ball,Knuckle Curve,KC,"rgba(39, 161, 39, 1.0)","rgba(153, 171, 0, 1.0)",0,0,1,1,0,1,77.5,69.9,3.07451,1.34087,14,0.492755,6.39484,19.2,14.4,-59.2,-12.2,-20.5,2944.0,37.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Pop Out,27.0077,-41.1436,10.6549,-7.22633,0.973479,1.94458,4.14007,-112.651,0.710606,79.89,186.28,-2.29162,50.0031,5.90225,13.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
44,777940,27,2025-05-13T23:40:12.612Z,2025-05-13T23:41:32.046Z,4,top,1,pitch,Ball,686765,Nick Sogard,672456,Keider Montero,R,L,atBat,Pop Out,Nick Sogard pops out to second baseman Gleyber Torres.,0,2,2,1,2,0,2,2,B,Ball,Four-Seam Fastball,FF,"rgba(39, 161, 39, 1.0)","rgba(188, 0, 33, 1.0)",0,0,1,2,0,1,92.6,82.9,2.75206,1.34347,11,0.410309,6.26486,32.4,3.6,-13.3,19.2,8.5,2271.0,207.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Pop Out,34.9079,-12.6992,-5.70147,10.8456,-0.846072,3.97879,6.51592,-134.579,-2.16654,149.25,131.35,-2.58221,50.0061,5.71705,-10.2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
45,777940,27,2025-05-13T23:40:12.612Z,2025-05-13T23:41:32.046Z,4,top,1,pitch,"In play, out(s)",686765,Nick Sogard,672456,Keider Montero,R,L,atBat,Pop Out,Nick Sogard pops out to second baseman Gleyber Torres.,0,2,2,1,2,0,2,3,X,"In play, out(s)",Four-Seam Fastball,FF,"rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",1,0,0,2,0,1,92.6,82.7,3.11,1.4,6,0.41166,6.37333,36.0,3.6,-14.5,18.2,10.4,2214.0,217.0,93.9,63.0,186.0,popup,medium,4.0,159.89,139.52,686765,Nick Sogard,,,1B,1,0,0,Pop Out,35.4553,-12.7813,-7.24003,10.8759,0.518249,2.42664,9.90353,-134.273,-5.69087,97.25,173.26,-2.31819,50.0017,5.52259,-12.9088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
46,777940,45,2025-05-14T00:18:50.991Z,2025-05-14T00:19:16.915Z,6,top,1,pitch,"In play, no out",686765,Nick Sogard,676428,Brant Hurter,L,R,atBat,Single,Nick Sogard singles on a line drive to left fielder Riley Greene. Wilyer Abreu to 2nd.,0,3,4,0,0,0,0,1,D,"In play, no out",Sinker,SI,"rgba(26, 86, 190, 1.0)","rgba(50, 0, 221, 1.0)",1,0,0,0,0,0,92.6,84.7,3.11,1.4,5,0.408006,6.10713,32.4,7.2,-28.0,4.2,-17.9,2118.0,126.0,98.8,10.0,173.0,line_drive,medium,7.0,63.76,108.68,686765,Nick Sogard,,1B,,0,0,0,Single,29.1965,-27.1812,11.2907,2.73695,-0.147689,2.14578,-11.9803,-134.27,-4.41357,122.63,180.84,2.90607,50.0047,5.74617,20.6091,677800.0,Wilyer Abreu,1B,2B,,False,False,False,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
47,777940,65,2025-05-14T01:06:08.590Z,2025-05-14T01:06:18.078Z,8,top,1,pitch,"In play, out(s)",686765,Nick Sogard,669724,Brenan Hanifee,R,L,atBat,Flyout,Nick Sogard flies out to left fielder Riley Greene.,0,6,4,1,0,0,2,1,X,"In play, out(s)",Sinker,SI,"rgba(26, 86, 190, 1.0)","rgba(50, 0, 221, 1.0)",1,0,0,0,0,1,95.6,87.3,3.11,1.4,5,0.394712,6.25599,31.2,7.2,-28.1,1.9,17.3,1998.0,242.0,69.0,36.0,225.0,fly_ball,medium,7.0,67.38,130.98,686765,Nick Sogard,,,1B,1,0,0,Flyout,31.4029,-29.7528,-10.8008,1.24374,0.150776,2.54935,10.6438,-138.823,-2.31037,111.25,169.95,-2.33184,50.0036,5.37508,-21.0584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
48,777940,77,2025-05-14T01:35:38.144Z,2025-05-14T01:37:01.308Z,9,top,1,pitch,Foul,686765,Nick Sogard,676684,Will Vest,R,L,atBat,Strikeout,Nick Sogard called out on strikes.,0,6,6,1,2,3,3,1,F,Foul,Four-Seam Fastball,FF,"rgba(170, 21, 11, 1.0)","rgba(188, 0, 33, 1.0)",0,1,0,0,1,2,96.5,88.2,3.11,1.4,1,0.390069,6.37711,31.2,3.6,-11.6,17.6,7.2,2306.0,208.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,31.3653,-11.61,-4.5756,10.2938,-0.333929,2.70293,5.42921,-140.348,-5.64134,129.73,165.8,-1.69775,50.0016,5.49316,-9.13995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
49,777940,77,2025-05-14T01:35:38.144Z,2025-05-14T01:37:01.308Z,9,top,1,pitch,Ball,686765,Nick Sogard,676684,Will Vest,R,L,atBat,Strikeout,Nick Sogard called out on strikes.,0,6,6,1,2,3,3,2,B,Ball,Changeup,CH,"rgba(39, 161, 39, 1.0)","rgba(0, 85, 254, 1.0)",0,0,1,1,1,2,90.8,83.0,3.06522,1.37996,13,0.415066,6.30978,30.0,7.2,-29.0,4.2,16.4,1610.0,232.0,,,,,,,,,686765,Nick Sogard,,,1B,1,0,0,Strikeout,29.4616,-27.5284,-9.61836,2.63609,-1.63849,1.96098,4.04205,-132.204,-3.56523,179.46,185.83,-1.94185,50.0008,5.35838,-16.9411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 20:46:49
