,id,numerical_id,game_id,start_date,home_competitors,away_competitors,home_team_display,away_team_display,status,is_live,season_type,season_year,season_week,venue_name,venue_location,venue_neutral,sport,league,home_starter,home_record,home_seed,home_rotation_number,away_starter,away_record,away_seed,away_rotation_number,tournament,tournament_stage,has_odds,broadcast,result,lineups,weather,weather_temp,source_ids
0,mlb:28D542D2A351,168889,14412-40673-2025-04-17-09,2025-04-17T16:10:00Z,"[{'id': 'DDBDBB162990', 'name': 'Miami Marlins', 'numerical_id': 32, 'base_id': 32, 'abbreviation': 'MIA', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/32.png'}]","[{'id': '9CAFB55230E8', 'name': 'Arizona Diamondbacks', 'numerical_id': 18, 'base_id': 18, 'abbreviation': 'ARI', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/18.png'}]",Miami Marlins,Arizona Diamondbacks,completed,False,Regular Season,2025,16,loanDepot park,"Miami, FL, USA",False,"{'id': 'baseball', 'name': 'Baseball', 'numerical_id': 3}","{'id': 'mlb', 'name': 'MLB', 'numerical_id': 3}",,5-4,,9952,,5-4,,9951,,,True,FDFL | DBTV,"{'scores': {'home': {'total': 4.0, 'periods': {'period_1': 1.0, 'period_2': 0.0, 'period_3': 0.0, 'period_4': 1.0, 'period_5': 1.0, 'period_6': 0.0, 'period_7': 1.0, 'period_8': 0.0, 'period_9': 0.0}, 'aggregate': None}, 'away': {'total': 6.0, 'periods': {'period_1': 2.0, 'period_2': 0.0, 'period_3': 1.0, 'period_4': 2.0, 'period_5': 1.0, 'period_6': 0.0, 'period_7': 0.0, 'period_8': 0.0, 'period_9': 0.0}, 'aggregate': None}}, 'in_play_data': {'period': '9', 'clock': None, 'last_play': None}}","{'home': [{'player_id': '402AA94A6826', 'player_name': 'Derek Hill', 'player_team': 'DDBDBB162990', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2E10C04BDDB9', 'player_name': 'Kyle Stowers', 'player_team': 'DDBDBB162990', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2035BFB20D71', 'player_name': 'Jesus Tinoco', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0DB94C40B45BDDE0', 'player_name': 'Connor Gillispie', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5B42059ADAE9', 'player_name': 'Sandy Alcantara', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '1F1BB58002FC', 'player_name': 'Xavier Edwards', 'player_team': 'DDBDBB162990', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A90E4D5A4489FA48', 'player_name': 'Lake Bachar', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '9DDBCDBCA1F4', 'player_name': 'Tyler Phillips', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EE7FD911C895', 'player_name': 'Cal Quantrill', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '1440ADF2935B', 'player_name': 'Max Meyer', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '7F49E1C3E711', 'player_name': 'George Soriano', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '479D818A536D', 'player_name': 'Anthony Bender', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8ECA0C97F1BC', 'player_name': 'Anthony Veneziano', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '50701029C31F3838', 'player_name': 'Javier Sanoja', 'player_team': 'DDBDBB162990', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B5EB52C8D0304BCD', 'player_name': 'Rob Brantly', 'player_team': 'DDBDBB162990', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'C341415EDB1981FB', 'player_name': 'Liam Hicks', 'player_team': 'DDBDBB162990', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': True}, {'player_id': 'A218C5889DAC', 'player_name': 'Dane Myers', 'player_team': 'DDBDBB162990', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '3AF53F67D3BC', 'player_name': 'Connor Norby', 'player_team': 'DDBDBB162990', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FDC0391D5544DAF5', 'player_name': 'Griffin Conine', 'player_team': 'DDBDBB162990', 'player_position': 'Designated Hitter', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FB122B41C540CDCB', 'player_name': 'Eric Wagaman', 'player_team': 'DDBDBB162990', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E221F24D6918', 'player_name': 'Edward Cabrera', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A7CC167053FF', 'player_name': 'Calvin Faucher', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8D45225D61DF', 'player_name': 'Jesus Sanchez', 'player_team': 'DDBDBB162990', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': True}, {'player_id': '7C6BC06F0A6E', 'player_name': 'Ronny Henriquez', 'player_team': 'DDBDBB162990', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4DBD8250C5DC', 'player_name': 'Otto Lopez', 'player_team': 'DDBDBB162990', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8186BEA9FB25', 'player_name': 'Matt Mervis', 'player_team': 'DDBDBB162990', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': True}], 'away': [{'player_id': 'D227B0A88E4F', 'player_name': 'Joe Mantiply', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D090B33F65BC', 'player_name': 'Jake McCarthy', 'player_team': '9CAFB55230E8', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '110142C9B6C8', 'player_name': 'Randal Grichuk', 'player_team': '9CAFB55230E8', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '9EDD6335D752', 'player_name': 'Bryce Jarvis', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2A635257C447', 'player_name': 'Garrett Hampson', 'player_team': '9CAFB55230E8', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4657C8B2FC96', 'player_name': 'Ryne Nelson', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '3116EF080372', 'player_name': 'Corbin Burnes', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6145E0E022F7', 'player_name': 'Zac Gallen', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B51FE2571624', 'player_name': 'Eugenio Suarez', 'player_team': '9CAFB55230E8', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B08CF5DA8172', 'player_name': 'Pavin Smith', 'player_team': '9CAFB55230E8', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '7823C21CA0DF', 'player_name': 'Gabriel Moreno', 'player_team': '9CAFB55230E8', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4C70AE212628', 'player_name': 'Corbin Carroll', 'player_team': '9CAFB55230E8', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D7843A48980F', 'player_name': 'Brandon Pfaadt', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '91E0AD8324D1', 'player_name': 'Shelby Miller', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D48FD138ABB7', 'player_name': 'Merrill Kelly', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E29905883271', 'player_name': 'Josh Naylor', 'player_team': '9CAFB55230E8', 'player_position': 'Designated Hitter', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D777554A3A62', 'player_name': 'Geraldo Perdomo', 'player_team': '9CAFB55230E8', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A37B051426D0', 'player_name': 'Jalen Beeks', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '00E9FFC08CB1', 'player_name': 'Justin Martinez', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '884F85C0AC96', 'player_name': 'Ryan Thompson', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '67FFDAAFB816', 'player_name': 'Jose Herrera', 'player_team': '9CAFB55230E8', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'B82143240A3B47B2', 'player_name': 'Tim Tawa', 'player_team': '9CAFB55230E8', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '419D8E3EC94E', 'player_name': 'Alek Thomas', 'player_team': '9CAFB55230E8', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '3839A76127B4', 'player_name': 'Lourdes Gurriel Jr.', 'player_team': '9CAFB55230E8', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E2C13C15F4B1', 'player_name': 'A.J. Puk', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '1703DC89B0A0', 'player_name': 'Eduardo Rodriguez', 'player_team': '9CAFB55230E8', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}]}",,,{}
1,mlb:343CF537AF31,168890,36707-36174-2025-04-17-09,2025-04-17T16:35:00Z,"[{'id': '98CE61698342', 'name': 'Pittsburgh Pirates', 'numerical_id': 40, 'base_id': 40, 'abbreviation': 'PIT', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/40.png'}]","[{'id': '99DF68AB44BE', 'name': 'Washington Nationals', 'numerical_id': 48, 'base_id': 48, 'abbreviation': 'WAS', 'logo': 'https://cdn.opticodds.com/team-logos/baseball/48.png'}]",Pittsburgh Pirates,Washington Nationals,completed,False,Regular Season,2025,16,PNC Park,"Pittsburgh, PA, USA",False,"{'id': 'baseball', 'name': 'Baseball', 'numerical_id': 3}","{'id': 'mlb', 'name': 'MLB', 'numerical_id': 3}",,2-7,,954,,2-6,,953,,,True,MASN | SNPT,"{'scores': {'home': {'total': 1.0, 'periods': {'period_1': 1.0, 'period_2': 0.0, 'period_3': 0.0, 'period_4': 0.0, 'period_5': 0.0, 'period_6': 0.0, 'period_7': 0.0, 'period_8': 0.0, 'period_9': 0.0}, 'aggregate': None}, 'away': {'total': 0.0, 'periods': {'period_1': 0.0, 'period_2': 0.0, 'period_3': 0.0, 'period_4': 0.0, 'period_5': 0.0, 'period_6': 0.0, 'period_7': 0.0, 'period_8': 0.0, 'period_9': 0.0}, 'aggregate': None}}, 'in_play_data': {'period': '9', 'clock': None, 'last_play': None}}","{'home': [{'player_id': '46561028D65D', 'player_name': 'Tommy Pham', 'player_team': '98CE61698342', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '35B81F32A650', 'player_name': 'Enmanuel Valdez', 'player_team': '98CE61698342', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'A2CD5515E0BD', 'player_name': 'Andrew McCutchen', 'player_team': '98CE61698342', 'player_position': 'Designated Hitter', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '72256162B0F9', 'player_name': 'Jack Suwinski', 'player_team': '98CE61698342', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'C2EB7C7AB4D1', 'player_name': 'Isiah Kiner-Falefa', 'player_team': '98CE61698342', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '0623B00DC064', 'player_name': ""Ke'Bryan Hayes"", 'player_team': '98CE61698342', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '472828F9D628', 'player_name': 'Kyle Nicolas', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '547E10515707', 'player_name': 'Oneil Cruz', 'player_team': '98CE61698342', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D171A5C2D1F9', 'player_name': 'Joey Wentz', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6266E41BE40F', 'player_name': 'Jared Triolo', 'player_team': '98CE61698342', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': True}, {'player_id': '12B85FE192A0', 'player_name': 'Alexander Canario', 'player_team': '98CE61698342', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FDD4A6132D6E', 'player_name': 'Paul Skenes', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '830B05DA5179', 'player_name': 'Caleb Ferguson', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '1481AB565063', 'player_name': 'Tim Mayza', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'D1D32F943335', 'player_name': 'Henry Davis', 'player_team': '98CE61698342', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2DF0A3083C75', 'player_name': 'Justin Lawrence', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FE144CA53BFC', 'player_name': 'Bailey Falter', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '382412896DCA', 'player_name': 'Carmen Mlodzinski', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '789A38C25340BA4F', 'player_name': 'Chase Shugart', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4A28DB8B0FBF', 'player_name': 'Mitch Keller', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '387CBDD5C84C', 'player_name': 'Bryan Reynolds', 'player_team': '98CE61698342', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5FD261B293BB', 'player_name': 'Andrew Heaney', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '546536D3667A', 'player_name': 'Ryan Borucki', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E3676F73BC15', 'player_name': 'Joey Bart', 'player_team': '98CE61698342', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6CA3DEF474CB', 'player_name': 'Adam Frazier', 'player_team': '98CE61698342', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E7EF91993AD3', 'player_name': 'Dennis Santana', 'player_team': '98CE61698342', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}], 'away': [{'player_id': '044838108D40', 'player_name': 'Mitchell Parker', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FD64BB8BA556', 'player_name': 'Keibert Ruiz', 'player_team': '99DF68AB44BE', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '384402DC5CCB', 'player_name': 'Jorge Lopez', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '05E9B3EC2B91', 'player_name': 'Eduardo Salazar', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '3457B960AC45', 'player_name': 'Jackson Rutledge', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E265BF8834EF', 'player_name': 'Luis Garcia Jr.', 'player_team': '99DF68AB44BE', 'player_position': 'Second Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '75DF80F412A2', 'player_name': 'Trey Lipscomb', 'player_team': '99DF68AB44BE', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '40A33EB0615B', 'player_name': 'James Wood', 'player_team': '99DF68AB44BE', 'player_position': 'Designated Hitter', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6DDF1394B925EF13', 'player_name': 'Cole Henry', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '468FCAEAED71F23B', 'player_name': 'Dylan Crews', 'player_team': '99DF68AB44BE', 'player_position': 'Right Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'FD579DA41E41', 'player_name': 'Josh Bell', 'player_team': '99DF68AB44BE', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '11B220EC854B', 'player_name': 'Alex Call', 'player_team': '99DF68AB44BE', 'player_position': 'Left Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'E5F5EC0612E0', 'player_name': 'Kyle Finnegan', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '1F0CD440D683', 'player_name': 'Jose Tena', 'player_team': '99DF68AB44BE', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2267BF87272F', 'player_name': 'MacKenzie Gore', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '2D132662B71D', 'player_name': 'Jake Irvin', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4FA98961C7B6', 'player_name': 'Colin Poche', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '9706F7D8D9EA', 'player_name': 'Riley Adams', 'player_team': '99DF68AB44BE', 'player_position': 'Catcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6241D7F17B01B7AA', 'player_name': 'Brad Lord', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8A320965A02F', 'player_name': 'Trevor Williams', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5E5DB6088CC8', 'player_name': 'Nathaniel Lowe', 'player_team': '99DF68AB44BE', 'player_position': 'First Baseman', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': 'EE150E72E369', 'player_name': 'Lucas Sims', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '6BF91099B619', 'player_name': 'Jacob Young', 'player_team': '99DF68AB44BE', 'player_position': 'Center Fielder', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '5E80116CF5CB', 'player_name': 'Jose A. Ferrer', 'player_team': '99DF68AB44BE', 'player_position': 'Pitcher', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '8123EBEBD788', 'player_name': 'Nasim Nunez', 'player_team': '99DF68AB44BE', 'player_position': 'Shortstop', 'player_batting_throwing': None, 'is_substitute': False}, {'player_id': '4CCDA44E1F86', 'player_name': 'Amed Rosario', 'player_team': '99DF68AB44BE', 'player_position': 'Third Baseman', 'player_batting_throwing': None, 'is_substitute': False}]}",,,{}
